Pool_ID,lat,long,DistRC_m,Depth_cm,SurfArea_cm2,Volume_cm3,Pct_Shaded,Notes
723,37.52662116,-77.45409682,40.26208176,-,-,-,0,Dried
724,37.52654332,-77.45419474,44.54287333,4.125,8312.654,33250.62,0,-
725,37.52645853,-77.45417692,55.91605427,5.5625,1400.365,7823.353,0,-
726,37.52642328,-77.45428625,54.35020461,11.25,2246.239,24708.63,0,-
727,37.52646658,-77.45404153,62.22666532,6.5625,1555.971955,11598.81023,72,-
728,37.52648222,-77.45406934,58.80601584,12.375,2078.164,24937.96,14,-
729,37.52645074,-77.45407077,62.59495828,13.58333333,2010.226555,27251.44987,0,-
730,37.52651992,-77.45397403,59.31483683,6.1875,11295.59639,69891.50264,12,-
731,37.52653236,-77.45407077,52.57174365,5.625,14388.49435,80935.28074,0,-
732,37.52667236,-77.45400232,39.06996498,5.5,1654.048532,9097.266927,0,-
733,37.52655549,-77.4540779,49.3469528,12.25,1710.597,20527.17,0,-
734,37.52679948,-77.453965,24.17600549,-,-,-,8,Dried
735,37.527,-77.454,24.95944177,-,-,-,17,Dried
736,37.52694444,-77.45384117,7.657392794,11.25,1602.212253,18024.88785,0,-
737,37.52692992,-77.45405936,3.905057265,-,-,-,0,-
738,37.52708085,-77.45394052,13.55968534,-,-,-,1,Not a pool
739,37.52710309,-77.4538868,15.18242865,-,-,-,0,Not a pool
740,37.52716707,-77.45403916,27.91124288,-,-,-,21,Not a pool
741,37.52700639,-77.45374477,1.738752016,-,-,-,0,-
742,37.52696964,-77.45372052,7.389327518,12.25,11230.41,134764.9,6,-
743,37.52703109,-77.45368226,0.012863878,-,-,-,0,-
744,37.52680883,-77.45365421,31.06556908,10.15625,8921.731,89217.31,0,-
745,37.52671994,-77.45348793,47.55917642,8.75,42449.19994,371430.4994,38,-
746,37.52680546,-77.45349601,35.68186798,4.3125,6554.933072,28268.14887,0,-
747,37.52682318,-77.45347961,33.69585581,8.5,26589.65482,226012.066,23,-
748,37.52683279,-77.45349791,31.90377418,14.6875,29484.63245,433055.5391,4,-
749,37.52684806,-77.4535098,29.50900803,8.75,9228.42842,80748.74867,0,-
750,37.52690385,-77.45339666,24.87072061,-,-,-,38,-
751,37.52691479,-77.45336339,24.25362466,-,-,-,48,-
752,37.52686898,-77.45348674,27.26072779,8.75,31667.25395,277088.472,1,-
753,37.52708634,-77.45352667,3.435708742,-,-,-,0,-
754,37.52704787,-77.45369312,-,26.75,4182.245,108738.4,0,-
755,37.52680829,-77.45527566,-,3.75,6272.975131,23523.65674,81,-
756,37.52633291,-77.45536333,-,18.125,2934.640238,53190.35431,0,-
757,37.52643715,-77.45658542,-,-,-,-,96,-
758,37.52635571,-77.45659661,-,-,-,-,53,-
759,37.52634203,-77.45661204,-,-,-,-,76,-
760,37.52621264,-77.4565442,-,-,-,-,6,-
761,37.52632117,-77.45694165,-,-,-,-,23,-
762,37.52635879,-77.4570542,-,-,-,-,85,-
763,37.52635994,-77.45706212,-,-,-,-,98,-
764,37.52633605,-77.45707386,-,-,-,-,48,-
765,37.52602124,-77.45499622,-,34.25,13865.41918,474890.6068,0,-
766,37.52598323,-77.45507209,-,33.5,3001.792,99059.13,0,-
767,37.52610597,-77.45520073,-,9.5,3267.25636,31038.93542,1,-
768,37.52615091,-77.45524501,-,-,-,-,72,-
769,37.52578542,-77.45577841,-,-,-,-,11,-
770,37.52578142,-77.45578787,-,-,-,-,34,-
772,37.5264121,-77.45534239,-,22.125,2587.10155,57239.6218,0,-
773,37.52651012,-77.45495828,-,33,16689.71,550760.5,38,-
774,37.5265297,-77.4549571,-,16,2818.00861,45088.13776,0,-
775,37.52652663,-77.45494712,-,5.375,1295.90697,6965.499962,96,-
776,37.52627875,-77.45574911,-,38.5,7694.545807,296240.0136,0,-
777,37.5262723,-77.45574546,-,16.3125,3353.650158,54706.4182,32,-
778,37.52617597,-77.4562673,-,-,-,-,1,-
779,37.52604602,-77.4551426,-,-,-,-,0,-
780,37.52616854,-77.45624857,-,-,-,-,81,-
781,37.52588177,-77.45514813,-,3.25,1641.482162,5334.817025,97,-
